comments,labels
بازی شدت بد بود شدت حالا دلایلشو میگم: ابتدا بگم تیم حدوده ۸۰ تا تجربه بازی داره اکثرشم همین سایت گرفتیم لطفا نیان بگن کم تجربه بودیدو فلان بازی ساعت ۱۰ شب رزرو شده بود، ساعت ۹.۴۰ دقیقه رسیدیم بهشون زنگ زدیم لوکیشنیم گفتن دیدیمتون ساعت ۱۰.۲۱ دقیقه وارد بازی کردن اول بازی بی سیم گذاشتن دکمه ای صحبت کردن بود جاش درومده بود هربار سختی میشد ازش استفاده کرد وارد بازی شدیم ۲ دقیقه ام تماشای دکور نگذشته بود رمز مستقیم داد وارد اتاق شدیم معمارو حل کردیم معمای بعدیو داشتیم سبک سنگین میکردیم گفت ازین قسمت حل کنید باز اینجا داشتیم عددارو میاوردیم مستقیم عددو گفت رفتیم وارد اتاق دیگه شدیم پشت بی سیم لحن شدت بدی گفت دیوار نچسبید بعدم داشتیم نگاه میکردیم باز پشت بی سیم گفت برید شطرنج، ازونم داشتیم پترن حل میکردیم باز جوابو گفت رفتیم اتاق باز جوابو گفت اصلا نذاشت حتی دکور هر اتاقو ببینیم اینقد سریع جوابارو میداد میخوام ببینم مقصر اینکه اینا بازیو تخفیف گذاشتن ماییم حوصله ندارن بازی ندن، خودشون دیر فرستادن داخل نذاشتن یذره هر معما فکر کنیم یا حتی دکورو ببینیم ماهم بازی انصراف دادیم خارج شدیم خلاصه شاید بازی خوبی باشه گیم مسترش افتضاح بود پررویی جواب داد دیگه بگم کلا ۲۰ دقیقه بازی بودیم خودتون حساب کنید بیست دقیقه حجم هینت!!!!!!!!!!,1
توقع خانواده کالینز خیلی ازین حرفا بیشتر بود اگربخوام خیلی رک نظرمو بگم بازی بسیار تعامل پایینی داشت بهتره واژه تئاتر تعاملی بردارید کلا ویس بود اتاق باهات حرف میزد بدون دلیل بازیو طول میدادن انجام سری کار ساده میگفتن جزو سناریوئه ! معماها اصلا مرتبط سناریو نبود اکت بیش 80 بازی تجربه داشتم بسیار ساده نرمال بودن قیاس اتاقایی رفتم ساده بودن اینجام اسمی نمیگم کسی فکرکنه قصد تبلیغ اتاق خاصیو دارم بطورکل کسانی تجربیات اولشونه خوبه افرادی اندک تجربم دارن ترسناکه مناسب,1
باسلام امیدوارم کسایی میخوان بازی برن اول کامنت بخونن برن بعدش مثل حالشون گرفته نشه تیممون حدود ۱۵۰تا بازی رفتیم هیچ بازی مدلی نیست خطا داشته بازی باختی باید بازی خارج بشی سرگرمی میریم دلمون میخواد تا آخر بازی ببینیم اینا سیاستی دارن کاری میکنن بازیکن وسط بازی ببازه بیاد بیرون نتونه بازیشو کامل کنه توقع دارن واسه بازیه مسخرشون هزینه کنیم کل بگم پولتونو دور بریزید حداقل بازی برید بتونید تایمتونو توو بازی باشید گول کامنتاشونم اصلا نخورید,1
روند بازی عالی بود بهش فکر شده بود ترسناک بود هیجان انگیز. اینکه الان اکثر بازی یکنواخت شده انتخاب بازی راضی بودیم,0
سلام کل اتاق فرار خوبی بود خیلی مهیج بود دوست داشتم ارزش رفتن داره,0
بهتره زماني كه كار دارين سانس ندين كه مجبور نشين ته بازي هم بيارين,1
سلام خسته نباشید مجموع بازی خوبی بود ، توصیه میکنم تجربه کنید نقاط مثبت نظر من: فضا زیاد بازی(open map) هیجان خوب واسطه بازی اکتورها نقاط ضعف نظر من: سناریو بازی عین حال قشنگه بخاطر تجربه بازی های قبلی برامون تکراری بود تعداد قفل های بازی سطح معماها نظرم اگر بازی اپن مپ چند پایان متفاوت انتخاب بازیکن درست میکردن جذاب تر میشد,1
بسسسسیار بسسسیار بد سانس اول بودیم ربع پشت نگه داشتن وارد هم شدیم ساعت هم داخل ویتینگ روم نگه داشتن ش هم میگفتن مشکل پیش اومده دقیقه صبر کنین تمام پول همون ابتدا گرفتن وسط ربع بهانه اینکه اکتر لمس شده بسیار یکی بچه مون نزدیک شده بود بازی قطع کردن مرحله ای حمام بود رمز درست وارد کردیم خودشون گفتن نفرات قبلی کدش عوض کردن اخر هم بی احترامی بیرون مون کردن,1
عالی بود خیلی خفن بود,0
افتضاح بار تایم کنسل کردن تایم بازی رسیدیم یهو گفتن یکی اتاق تعمیر داره نمیتونیم وارد بازی بشیم مسئولیت پذیری صفر جواب تلفن ماهم ندادن متاسفم,1
پرسنل عالی بودن دیوار بازیو خراب کردیم هیچی نگفتن بازیم هیجان ادامه دادن برامون تئاتر تعاملیشون خیلی خوب اکتورا، گیم مستر بازی هم خیلی خوب بود یجا میخواستم دوستمو بترسونم دوربین دید بهم کمک کرد وااای خیلی خوب بود دم پرسنلشون گرم,1
اصلا ارزش تجربه نداره اخرش بدن درد بدون هیچ لذتی میاید بیرون. نمیدونم نظرات کامنتا مثبت هست شاید اکتور عوض شده یا تغییر ایجاد کردن بازی هیجانی تجربه نکردیم هیچ فقط عصبی اومدیم بیرون بدن چندتامون هم کبود شده بخاطر خشونت الکی بیجاشون.اگر بازی اسلشری هست قراره شکنجه ای صورت بگیره باید راستای کمک هیجان بازی باشه انقدر بیش حد اصلا نشه تحمل کرد . خودشون اول بازی میگن هر ۱۰ تیمی میاد ۵ تا انصراف میدن بخاطر جو بازی .طبیعیه وقتی اعصاب بازیکن بهم میریزید فقط دوست داره زودتر بیاد بیرون تموم بشه مسخره بازی. کل بخوام بگم اگر دوست دارید پولتون هدر بدید کتک خوردن لذت میبرید میخواید اسکیپ رفتن کل پشیمون بشید برید?????,1
خیلی عالی بود رفتار پرسنل ترس عالی برید ?? پیج نداره فقط؟,0
بازی بدی نبود برخورد پرسنل خیلی خیلی بد بود بی اعصاب نباشید لطفا همیشه ارامش حل میشه کسی نمرده بود اینجوری فریاد کشیدین بازیه ممکنه دکور خراب شه میتونستین ارامش خسارت بگیرید نگفتیم نمیدیم حیف فقط دختر همراه بود رعایت کردیم وگرنه اینجوری برخورد نمیشد خسارت هم خداروشکر دادم رفتار متاسفم 👎🏻👎🏻👎🏻👎🏻,1
خسته نباشید میگم تیم خفن مایندراسکیپ سوپرایز تولد داشتیم بهترین شکل برامون انجام دادن خیلی خوب گرم برخورد کردن بازی هم فوق العاده بود دکور معما های خفن,0
سلام دوستان تجربه ۷۰ بازی دارم دکور ضعیف معما ضعیف گیم مستر ضعیف سناریو ضعیف کل تیم فانوس فرستادن موقع معما حل کردن هم چند نفری همون فانوس باید حل میکردیم هیچ نوری ندادند حتی موقعی اکتی زده نمیشد باز هم نوری نداشتیم.در کل تیم راضی نبود اتاق آخر اینقدر اعصابمون خرد شد انصراف دادیم,1
اکتور کاربلد بود الخصوص اکتور تعامل همچی خوب بود کل عالی,0
مشت لات لوت جمع کردید اتاق فرار هر دلیلی دنبال انصراف بازی هستند مسخره بازی کار میرن جی بشه؟این پولی ک اینجوری میارید گوشت سگ حرومتره،البته اگر حلال حرام اعتقاد داشته باشید،من نمیدونم ادم خودمختار بودنند کی بودن جیکاره هستند،ولی خوب میدونم داره گوشت سگ جمع میکنه خودش خانوادش،اگه پیام قراره بالا دستی شخص برسه امیدوارم بفکر پرسنل دیگه ای خودشون باشن،من خودم کوتاهی نخواهم کرد اتاق فرار بهداشت امکان بدترین حالت ممکن میکوبم..و نهایت سعیمو میکنم روابطی دارم، پلمپ اتاق فرار بگیرم,1
سلام,0
بازی بسیار ضعیف باگ بازی بسیار زیاد جا,1
خیلی بذت بردیم تیم حرفه ای اکتور عالی باور نکردنی بود بعضی کاراشون معماها خاطر ترسناکی بازی معمولی بودن لحاظ تم دکور بازم میگم اکتور عالی بودن خیلی خوش کذشت,0
سلام عرض ادب 🙏🏻 اگر دنبال پکیج کاملی ترس سناریو تاتر تعامل معما هستید ، فقط فقط همین اتاق فرار پیشنهاد میشه ❤️ عالیییییی ، پرسنل گل دوست داشتنی داشتن 🙄 تبریک میگم مجموعتون بازی عالیتون ♥️ ۱۰۰ درصد بازی بعدیتون اولین نفر تیکت تهیه میکنم 😬🔥,0
حرف پرزنت اول گوش کنید خودتون فضا قراربدیدبهتون خیلی خوش میگذره خیلی لذت بردیم,0
آشغال اتاق فرار,1
سخت گیری روی تایم ورود تعجب میکنم!!ما,1
هوشمندانه معما ها، بهترین دکور، بهترین مستری، بهترین اکت تعامل کل اگر دنبال بهترین هستید همون چیزیه میخواید بازی چند وقت پیش رفتم الان یادم افتاد براشون کامنت نزاشتم انقدر خوب بودن حس میکنم بهشون مدیونم 😂,0
